id,nombre,familia_id,familia,microfamilia_id,microfamilia,nivel,tipo_perfil,zona_referencia,modalidad_referencia,competencias_clave,certificaciones_sugeridas,educacion_minima,experiencia_sugerida,palabras_clave,perfiles_similares
PER-CR-1874,Gestor/a emprendedor/a en Barismo enfoque 24,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1874,Barismo enfoque 24 · Emprendimiento,Emprendimiento,Emprendimiento,Guanacaste,Virtual,Barismo enfoque 24; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a emprendedor/a en Barismo enfoque 24 Barismo enfoque 24 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1875,Gerente de Barismo enfoque 25,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1875,Barismo enfoque 25 · Gerencial / estratégico,Gerencial / estratégico,Gerencial,Zona Sur,Híbrido,Barismo enfoque 25; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gerente de Barismo enfoque 25 Barismo enfoque 25 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1876,Auxiliar de panaderia,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1876,panaderia · Entrada / auxiliar,Entrada / auxiliar,Operativo,Puntarenas,Presencial,panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion; panificación,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Auxiliar de panaderia panaderia Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1877,Asistente de panadería,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1877,panadería · Asistente,Asistente,Técnico inicial,Zona Norte,Virtual,panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion; panificación,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Asistente de panadería panadería Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1878,Técnico/a en reposteria,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1878,reposteria · Técnico,Técnico,Técnico,GAM,Híbrido,panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion; panificación,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a en reposteria reposteria Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1879,Técnico/a certificado/a en repostería,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1879,repostería · Técnico certificado,Técnico certificado,Técnico certificado,Alajuela,Campo,panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion; panificación,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a certificado/a en repostería repostería Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1880,Operador/a especializado/a en pasteleria,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1880,pasteleria · Operativo especializado,Operativo especializado,Operativo especializado,Heredia,Mixto,panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion; panificación,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Operador/a especializado/a en pasteleria pasteleria Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1881,Analista junior de pastelería,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1881,pastelería · Analista junior,Analista junior,Técnico avanzado,Puntarenas,Presencial,panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion; panificación,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista junior de pastelería pastelería Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1882,Analista de panificacion,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1882,panificacion · Analista,Analista,Técnico avanzado,Zona Norte,Virtual,panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion; panificación,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista de panificacion panificacion Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1883,Analista senior de panificación,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1883,panificación · Analista senior,Analista senior,Profesional,GAM,Híbrido,panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion; panificación,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista senior de panificación panificación Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1884,Especialista en horneado,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1884,horneado · Especialista,Especialista,Profesional / técnico avanzado,Alajuela,Campo,horneado; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista en horneado horneado Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1885,Coordinador/a de producción,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1885,producción · Coordinador,Coordinador,Coordinación,Heredia,Mixto,producción; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de producción producción Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1886,Supervisor/a de artesanal,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1886,artesanal · Supervisor,Supervisor,Supervisión,Puntarenas,Presencial,artesanal; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Supervisor/a de artesanal artesanal Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1887,Jefatura de alimentos,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1887,alimentos · Jefatura,Jefatura,Jefatura,Zona Norte,Virtual,alimentos; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Jefatura de alimentos alimentos Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1888,Consultor/a de Panadería enfoque 13,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1888,Panadería enfoque 13 · Consultor,Consultor,Consultoría,GAM,Híbrido,Panadería enfoque 13; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Consultor/a de Panadería enfoque 13 Panadería enfoque 13 Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1889,Gestor/a de Panadería enfoque 14,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1889,Panadería enfoque 14 · Gestor,Gestor,Gestión,Alajuela,Campo,Panadería enfoque 14; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a de Panadería enfoque 14 Panadería enfoque 14 Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1890,Instructor/a de Panadería enfoque 15,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1890,Panadería enfoque 15 · Instructor / formador,Instructor / formador,Formación,Heredia,Mixto,Panadería enfoque 15; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Instructor/a de Panadería enfoque 15 Panadería enfoque 15 Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1891,Inspector/a de calidad en Panadería enfoque 16,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1891,Panadería enfoque 16 · Control de calidad,Control de calidad,Calidad,Puntarenas,Presencial,Panadería enfoque 16; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Inspector/a de calidad en Panadería enfoque 16 Panadería enfoque 16 Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
PER-CR-1892,Analista de datos y reportes de Panadería enfoque 17,panaderia_reposteria_cert,"Panadería, repostería y producción artesanal de alimentos",MF-CR-1892,Panadería enfoque 17 · Datos y reportes,Datos y reportes,Datos / analítica,Zona Norte,Virtual,Panadería enfoque 17; panaderia; panadería; reposteria; repostería; pasteleria; pastelería; panificacion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de datos y reportes de Panadería enfoque 17 Panadería enfoque 17 Panadería, repostería y producción artesanal de alimentos panaderia_reposteria_cert panaderia panadería reposteria repostería pasteleria pastelería panificacion panificación horneado",
